Hotel_Name,Aspect,Negative,Neutral,Positive,Total,Positive_Percentage,Negative_Percentage,Sentiment_Score
COMO Metropolitan London,Food,2,10,31,43,72.09,4.65,0.674
COMO Metropolitan London,Location,1,14,47,62,75.81,1.61,0.742
COMO Metropolitan London,Room,3,19,48,70,68.57,4.29,0.643
COMO Metropolitan London,Staff_Service,4,12,54,70,77.14,5.71,0.714
COMO Metropolitan London,Value,2,9,9,20,45.0,10.0,0.35
COMO Metropolitan London,Wellness,1,1,5,7,71.43,14.29,0.571
COMO The Halkin,Cleanliness,0,0,2,2,100.0,0.0,1.0
COMO The Halkin,Facilities,0,0,3,3,100.0,0.0,1.0
COMO The Halkin,Food,0,1,9,10,90.0,0.0,0.9
COMO The Halkin,Location,0,2,6,8,75.0,0.0,0.75
COMO The Halkin,Room,0,1,6,7,85.71,0.0,0.857
COMO The Halkin,Staff_Service,2,1,17,20,85.0,10.0,0.75
COMO The Halkin,Value,1,0,1,2,50.0,50.0,0.0
COQ Hotel Paris,Cleanliness,0,11,34,45,75.56,0.0,0.756
COQ Hotel Paris,Facilities,1,4,20,25,80.0,4.0,0.76
COQ Hotel Paris,Food,2,11,102,115,88.7,1.74,0.87
COQ Hotel Paris,Location,0,9,88,97,90.72,0.0,0.907
COQ Hotel Paris,Room,6,24,98,128,76.56,4.69,0.719
COQ Hotel Paris,Staff_Service,4,15,100,119,84.03,3.36,0.807
COQ Hotel Paris,Value,1,8,21,30,70.0,3.33,0.667
COQ Hotel Paris,Wellness,0,0,2,2,100.0,0.0,1.0
Ca Bianca Hotel Corte Del Naviglio,Cleanliness,6,2,6,14,42.86,42.86,0.0
Ca Bianca Hotel Corte Del Naviglio,Facilities,1,10,14,25,56.0,4.0,0.52
Ca Bianca Hotel Corte Del Naviglio,Food,3,7,25,35,71.43,8.57,0.629
Ca Bianca Hotel Corte Del Naviglio,Location,4,9,15,28,53.57,14.29,0.393
Ca Bianca Hotel Corte Del Naviglio,Room,7,13,13,33,39.39,21.21,0.182
Ca Bianca Hotel Corte Del Naviglio,Staff_Service,3,7,22,32,68.75,9.38,0.594
Ca Bianca Hotel Corte Del Naviglio,Value,1,3,11,15,73.33,6.67,0.667
Caesar Hotel,Cleanliness,5,17,54,76,71.05,6.58,0.645
Caesar Hotel,Facilities,3,8,21,32,65.62,9.38,0.562
Caesar Hotel,Food,7,15,44,66,66.67,10.61,0.561
Caesar Hotel,Location,7,48,105,160,65.62,4.38,0.612
Caesar Hotel,Room,16,59,121,196,61.73,8.16,0.536
Caesar Hotel,Staff_Service,11,34,119,164,72.56,6.71,0.659
Caesar Hotel,Value,3,15,21,39,53.85,7.69,0.462
Caesar Hotel,Wellness,0,1,2,3,66.67,0.0,0.667
Camperio House Suites Apartments,Cleanliness,2,3,22,27,81.48,7.41,0.741
Camperio House Suites Apartments,Facilities,0,4,15,19,78.95,0.0,0.789
Camperio House Suites Apartments,Food,3,8,50,61,81.97,4.92,0.77
Camperio House Suites Apartments,Location,2,15,72,89,80.9,2.25,0.787
Camperio House Suites Apartments,Room,4,14,60,78,76.92,5.13,0.718
Camperio House Suites Apartments,Staff_Service,4,10,61,75,81.33,5.33,0.76
Camperio House Suites Apartments,Value,1,4,2,7,28.57,14.29,0.143
Camperio House Suites Apartments,Wellness,0,0,1,1,100.0,0.0,1.0
Canal House,Cleanliness,0,0,7,7,100.0,0.0,1.0
Canal House,Facilities,0,1,13,14,92.86,0.0,0.929
Canal House,Food,2,7,56,65,86.15,3.08,0.831
Canal House,Location,2,9,76,87,87.36,2.3,0.851
Canal House,Room,4,15,74,93,79.57,4.3,0.753
Canal House,Staff_Service,2,8,110,120,91.67,1.67,0.9
Canal House,Value,3,4,9,16,56.25,18.75,0.375
Canal House,Wellness,0,0,5,5,100.0,0.0,1.0
Canary Riverside Plaza Hotel,Cleanliness,1,3,7,11,63.64,9.09,0.545
Canary Riverside Plaza Hotel,Facilities,1,7,14,22,63.64,4.55,0.591
Canary Riverside Plaza Hotel,Food,4,7,20,31,64.52,12.9,0.516
Canary Riverside Plaza Hotel,Location,5,8,27,40,67.5,12.5,0.55
Canary Riverside Plaza Hotel,Room,7,13,44,64,68.75,10.94,0.578
Canary Riverside Plaza Hotel,Staff_Service,5,10,76,91,83.52,5.49,0.78
Canary Riverside Plaza Hotel,Value,2,4,14,20,70.0,10.0,0.6
Canary Riverside Plaza Hotel,Wellness,2,1,10,13,76.92,15.38,0.615
Capri by Fraser Barcelona,Cleanliness,2,34,125,161,77.64,1.24,0.764
Capri by Fraser Barcelona,Facilities,2,17,58,77,75.32,2.6,0.727
Capri by Fraser Barcelona,Food,4,32,104,140,74.29,2.86,0.714
Capri by Fraser Barcelona,Location,2,53,167,222,75.23,0.9,0.743
Capri by Fraser Barcelona,Room,11,51,174,236,73.73,4.66,0.691
Capri by Fraser Barcelona,Staff_Service,8,41,189,238,79.41,3.36,0.761
Capri by Fraser Barcelona,Value,3,18,40,61,65.57,4.92,0.607
Capri by Fraser Barcelona,Wellness,0,4,22,26,84.62,0.0,0.846
Carlyle Brera Hotel,Cleanliness,5,7,18,30,60.0,16.67,0.433
Carlyle Brera Hotel,Facilities,4,22,28,54,51.85,7.41,0.444
Carlyle Brera Hotel,Food,2,30,59,91,64.84,2.2,0.626
Carlyle Brera Hotel,Location,5,48,80,133,60.15,3.76,0.564
Carlyle Brera Hotel,Room,10,40,51,101,50.5,9.9,0.406
Carlyle Brera Hotel,Staff_Service,8,34,71,113,62.83,7.08,0.558
Carlyle Brera Hotel,Value,1,5,3,9,33.33,11.11,0.222
Carlyle Brera Hotel,Wellness,1,1,1,3,33.33,33.33,0.0
Castille Paris Starhotels Collezione,Cleanliness,3,5,7,15,46.67,20.0,0.267
Castille Paris Starhotels Collezione,Facilities,3,3,15,21,71.43,14.29,0.571
Castille Paris Starhotels Collezione,Food,4,8,26,38,68.42,10.53,0.579
Castille Paris Starhotels Collezione,Location,10,20,60,90,66.67,11.11,0.556
Castille Paris Starhotels Collezione,Room,8,17,46,71,64.79,11.27,0.535
Castille Paris Starhotels Collezione,Staff_Service,5,14,67,86,77.91,5.81,0.721
Castille Paris Starhotels Collezione,Value,5,4,12,21,57.14,23.81,0.333
Castille Paris Starhotels Collezione,Wellness,0,0,3,3,100.0,0.0,1.0
Catalonia Atenas,Cleanliness,15,60,134,209,64.11,7.18,0.569
Catalonia Atenas,Facilities,21,50,104,175,59.43,12.0,0.474
Catalonia Atenas,Food,26,94,219,339,64.6,7.67,0.569
Catalonia Atenas,Location,24,123,293,440,66.59,5.45,0.611
Catalonia Atenas,Room,68,166,270,504,53.57,13.49,0.401
Catalonia Atenas,Staff_Service,48,121,356,525,67.81,9.14,0.587
Catalonia Atenas,Value,23,43,78,144,54.17,15.97,0.382
Catalonia Atenas,Wellness,24,107,236,367,64.31,6.54,0.578
Catalonia Barcelona 505,Cleanliness,3,5,15,23,65.22,13.04,0.522
Catalonia Barcelona 505,Facilities,3,4,7,14,50.0,21.43,0.286
Catalonia Barcelona 505,Food,4,9,25,38,65.79,10.53,0.553
Catalonia Barcelona 505,Location,4,12,16,32,50.0,12.5,0.375
Catalonia Barcelona 505,Room,10,23,30,63,47.62,15.87,0.317
Catalonia Barcelona 505,Staff_Service,10,14,41,65,63.08,15.38,0.477
Catalonia Barcelona 505,Value,3,6,10,19,52.63,15.79,0.368
Catalonia Barcelona 505,Wellness,4,6,14,24,58.33,16.67,0.417
Catalonia Barcelona Plaza,Cleanliness,20,30,71,121,58.68,16.53,0.421
Catalonia Barcelona Plaza,Facilities,22,33,58,113,51.33,19.47,0.319
Catalonia Barcelona Plaza,Food,21,66,139,226,61.5,9.29,0.522
Catalonia Barcelona Plaza,Location,49,131,321,501,64.07,9.78,0.543
Catalonia Barcelona Plaza,Room,70,115,274,459,59.69,15.25,0.444
Catalonia Barcelona Plaza,Staff_Service,60,97,258,415,62.17,14.46,0.477
Catalonia Barcelona Plaza,Value,22,30,50,102,49.02,21.57,0.275
Catalonia Barcelona Plaza,Wellness,20,73,206,299,68.9,6.69,0.622
Catalonia Born,Cleanliness,3,10,59,72,81.94,4.17,0.778
Catalonia Born,Facilities,2,9,37,48,77.08,4.17,0.729
Catalonia Born,Food,4,18,111,133,83.46,3.01,0.805
Catalonia Born,Location,7,54,197,258,76.36,2.71,0.736
Catalonia Born,Room,11,44,149,204,73.04,5.39,0.676
Catalonia Born,Staff_Service,12,36,187,235,79.57,5.11,0.745
Catalonia Born,Value,2,6,30,38,78.95,5.26,0.737
Catalonia Born,Wellness,2,16,56,74,75.68,2.7,0.73
Catalonia Catedral,Cleanliness,1,21,82,104,78.85,0.96,0.779
Catalonia Catedral,Facilities,2,10,31,43,72.09,4.65,0.674
Catalonia Catedral,Food,2,27,134,163,82.21,1.23,0.81
Catalonia Catedral,Location,2,50,263,315,83.49,0.63,0.829
Catalonia Catedral,Room,6,33,155,194,79.9,3.09,0.768
Catalonia Catedral,Staff_Service,4,37,241,282,85.46,1.42,0.84
Catalonia Catedral,Value,2,19,33,54,61.11,3.7,0.574
Catalonia Catedral,Wellness,2,17,62,81,76.54,2.47,0.741
Catalonia Diagonal Centro,Cleanliness,0,16,29,45,64.44,0.0,0.644
Catalonia Diagonal Centro,Facilities,5,13,13,31,41.94,16.13,0.258
Catalonia Diagonal Centro,Food,5,19,40,64,62.5,7.81,0.547
Catalonia Diagonal Centro,Location,10,48,70,128,54.69,7.81,0.469
Catalonia Diagonal Centro,Room,19,38,72,129,55.81,14.73,0.411
Catalonia Diagonal Centro,Staff_Service,12,29,70,111,63.06,10.81,0.523
Catalonia Diagonal Centro,Value,2,10,16,28,57.14,7.14,0.5
Catalonia Diagonal Centro,Wellness,3,13,23,39,58.97,7.69,0.513
Catalonia Eixample 1864,Cleanliness,4,18,42,64,65.62,6.25,0.594
Catalonia Eixample 1864,Facilities,5,27,30,62,48.39,8.06,0.403
Catalonia Eixample 1864,Food,5,37,81,123,65.85,4.07,0.618
Catalonia Eixample 1864,Location,14,69,145,228,63.6,6.14,0.575
Catalonia Eixample 1864,Room,22,70,120,212,56.6,10.38,0.462
Catalonia Eixample 1864,Staff_Service,15,59,148,222,66.67,6.76,0.599
Catalonia Eixample 1864,Value,5,18,27,50,54.0,10.0,0.44
Catalonia Eixample 1864,Wellness,3,41,77,121,63.64,2.48,0.612
Catalonia La Pedrera,Cleanliness,2,9,25,36,69.44,5.56,0.639
Catalonia La Pedrera,Facilities,0,11,14,25,56.0,0.0,0.56
Catalonia La Pedrera,Food,2,14,26,42,61.9,4.76,0.571
Catalonia La Pedrera,Location,3,23,49,75,65.33,4.0,0.613
Catalonia La Pedrera,Room,5,25,41,71,57.75,7.04,0.507
Catalonia La Pedrera,Staff_Service,3,20,61,84,72.62,3.57,0.69
Catalonia La Pedrera,Value,3,8,15,26,57.69,11.54,0.462
Catalonia La Pedrera,Wellness,1,9,19,29,65.52,3.45,0.621
Catalonia Magdalenes,Cleanliness,0,4,68,72,94.44,0.0,0.944
Catalonia Magdalenes,Facilities,0,2,27,29,93.1,0.0,0.931
Catalonia Magdalenes,Food,3,7,99,109,90.83,2.75,0.881
Catalonia Magdalenes,Location,0,14,170,184,92.39,0.0,0.924
Catalonia Magdalenes,Room,2,10,104,116,89.66,1.72,0.879
Catalonia Magdalenes,Staff_Service,0,8,183,191,95.81,0.0,0.958
Catalonia Magdalenes,Value,1,6,25,32,78.12,3.12,0.75
Catalonia Magdalenes,Wellness,0,7,83,90,92.22,0.0,0.922
Catalonia Park Putxet,Cleanliness,11,40,52,103,50.49,10.68,0.398
Catalonia Park Putxet,Facilities,6,24,37,67,55.22,8.96,0.463
Catalonia Park Putxet,Food,15,42,71,128,55.47,11.72,0.438
Catalonia Park Putxet,Location,17,60,82,159,51.57,10.69,0.409
Catalonia Park Putxet,Room,29,89,107,225,47.56,12.89,0.347
Catalonia Park Putxet,Staff_Service,26,68,119,213,55.87,12.21,0.437
Catalonia Park Putxet,Value,6,21,36,63,57.14,9.52,0.476
Catalonia Park Putxet,Wellness,13,52,69,134,51.49,9.7,0.418
Catalonia Passeig de Gr cia 4 Sup,Cleanliness,2,15,56,73,76.71,2.74,0.74
Catalonia Passeig de Gr cia 4 Sup,Facilities,0,6,30,36,83.33,0.0,0.833
Catalonia Passeig de Gr cia 4 Sup,Food,0,24,135,159,84.91,0.0,0.849
Catalonia Passeig de Gr cia 4 Sup,Location,5,52,240,297,80.81,1.68,0.791
Catalonia Passeig de Gr cia 4 Sup,Room,9,48,166,223,74.44,4.04,0.704
Catalonia Passeig de Gr cia 4 Sup,Staff_Service,5,40,244,289,84.43,1.73,0.827
Catalonia Passeig de Gr cia 4 Sup,Value,2,16,28,46,60.87,4.35,0.565
Catalonia Passeig de Gr cia 4 Sup,Wellness,4,13,36,53,67.92,7.55,0.604
Catalonia Plaza Catalunya,Cleanliness,10,32,100,142,70.42,7.04,0.634
Catalonia Plaza Catalunya,Facilities,13,34,65,112,58.04,11.61,0.464
Catalonia Plaza Catalunya,Food,18,63,180,261,68.97,6.9,0.621
Catalonia Plaza Catalunya,Location,44,149,402,595,67.56,7.39,0.602
Catalonia Plaza Catalunya,Room,52,101,307,460,66.74,11.3,0.554
Catalonia Plaza Catalunya,Staff_Service,35,78,349,462,75.54,7.58,0.68
Catalonia Plaza Catalunya,Value,9,34,84,127,66.14,7.09,0.591
Catalonia Plaza Catalunya,Wellness,11,50,125,186,67.2,5.91,0.613
Catalonia Port,Cleanliness,0,3,25,28,89.29,0.0,0.893
Catalonia Port,Facilities,1,2,20,23,86.96,4.35,0.826
Catalonia Port,Food,2,3,44,49,89.8,4.08,0.857
Catalonia Port,Location,6,12,88,106,83.02,5.66,0.774
Catalonia Port,Room,5,8,67,80,83.75,6.25,0.775
Catalonia Port,Staff_Service,2,9,100,111,90.09,1.8,0.883
Catalonia Port,Value,3,2,12,17,70.59,17.65,0.529
Catalonia Port,Wellness,0,4,26,30,86.67,0.0,0.867
Catalonia Ramblas 4 Sup,Cleanliness,10,24,84,118,71.19,8.47,0.627
Catalonia Ramblas 4 Sup,Facilities,10,29,68,107,63.55,9.35,0.542
Catalonia Ramblas 4 Sup,Food,16,50,140,206,67.96,7.77,0.602
Catalonia Ramblas 4 Sup,Location,32,128,349,509,68.57,6.29,0.623
Catalonia Ramblas 4 Sup,Room,47,118,263,428,61.45,10.98,0.505
Catalonia Ramblas 4 Sup,Staff_Service,38,99,337,474,71.1,8.02,0.631
Catalonia Ramblas 4 Sup,Value,15,36,58,109,53.21,13.76,0.394
Catalonia Ramblas 4 Sup,Wellness,19,62,150,231,64.94,8.23,0.567
Catalonia Rigoletto,Cleanliness,2,11,38,51,74.51,3.92,0.706
Catalonia Rigoletto,Facilities,4,10,12,26,46.15,15.38,0.308
Catalonia Rigoletto,Food,8,17,57,82,69.51,9.76,0.598
Catalonia Rigoletto,Location,3,24,78,105,74.29,2.86,0.714
Catalonia Rigoletto,Room,13,28,95,136,69.85,9.56,0.603
Catalonia Rigoletto,Staff_Service,10,17,93,120,77.5,8.33,0.692
Catalonia Rigoletto,Value,1,7,24,32,75.0,3.12,0.719
Catalonia Rigoletto,Wellness,0,7,20,27,74.07,0.0,0.741
Catalonia Square 4 Sup,Cleanliness,0,7,84,91,92.31,0.0,0.923
Catalonia Square 4 Sup,Facilities,0,5,31,36,86.11,0.0,0.861
Catalonia Square 4 Sup,Food,2,9,127,138,92.03,1.45,0.906
Catalonia Square 4 Sup,Location,1,27,229,257,89.11,0.39,0.887
Catalonia Square 4 Sup,Room,2,20,142,164,86.59,1.22,0.854
Catalonia Square 4 Sup,Staff_Service,3,20,254,277,91.7,1.08,0.906
Catalonia Square 4 Sup,Value,0,6,35,41,85.37,0.0,0.854
Catalonia Square 4 Sup,Wellness,0,3,42,45,93.33,0.0,0.933
Ch teau Monfort Relais Ch teaux,Cleanliness,0,5,20,25,80.0,0.0,0.8
Ch teau Monfort Relais Ch teaux,Facilities,1,6,18,25,72.0,4.0,0.68
Ch teau Monfort Relais Ch teaux,Food,3,9,66,78,84.62,3.85,0.808
Ch teau Monfort Relais Ch teaux,Location,2,14,60,76,78.95,2.63,0.763
Ch teau Monfort Relais Ch teaux,Room,4,15,55,74,74.32,5.41,0.689
Ch teau Monfort Relais Ch teaux,Staff_Service,3,11,129,143,90.21,2.1,0.881
Ch teau Monfort Relais Ch teaux,Value,3,11,11,25,44.0,12.0,0.32
Ch teau Monfort Relais Ch teaux,Wellness,1,6,34,41,82.93,2.44,0.805
Chambiges Elys es,Cleanliness,1,3,18,22,81.82,4.55,0.773
Chambiges Elys es,Facilities,1,2,12,15,80.0,6.67,0.733
Chambiges Elys es,Food,1,18,56,75,74.67,1.33,0.733
Chambiges Elys es,Location,4,17,83,104,79.81,3.85,0.76
Chambiges Elys es,Room,6,14,68,88,77.27,6.82,0.705
Chambiges Elys es,Staff_Service,4,10,75,89,84.27,4.49,0.798
Chambiges Elys es,Value,0,3,7,10,70.0,0.0,0.7
Chambiges Elys es,Wellness,0,1,0,1,0.0,0.0,0.0
Charlotte Street Hotel,Cleanliness,0,1,10,11,90.91,0.0,0.909
Charlotte Street Hotel,Facilities,0,2,10,12,83.33,0.0,0.833
Charlotte Street Hotel,Food,0,5,43,48,89.58,0.0,0.896
Charlotte Street Hotel,Location,0,5,31,36,86.11,0.0,0.861
Charlotte Street Hotel,Room,1,7,66,74,89.19,1.35,0.878
Charlotte Street Hotel,Staff_Service,1,2,78,81,96.3,1.23,0.951
Charlotte Street Hotel,Value,0,1,8,9,88.89,0.0,0.889
Charlotte Street Hotel,Wellness,0,0,3,3,100.0,0.0,1.0
Chasse Hotel,Cleanliness,1,2,24,27,88.89,3.7,0.852
Chasse Hotel,Facilities,0,4,10,14,71.43,0.0,0.714
Chasse Hotel,Food,2,7,32,41,78.05,4.88,0.732
Chasse Hotel,Location,0,3,31,34,91.18,0.0,0.912
Chasse Hotel,Room,3,14,70,87,80.46,3.45,0.77
Chasse Hotel,Staff_Service,1,11,60,72,83.33,1.39,0.819
Chasse Hotel,Value,2,4,7,13,53.85,15.38,0.385
Chasse Hotel,Wellness,0,0,4,4,100.0,0.0,1.0
Chateau Frontenac,Cleanliness,0,9,17,26,65.38,0.0,0.654
Chateau Frontenac,Facilities,3,8,14,25,56.0,12.0,0.44
Chateau Frontenac,Food,3,3,25,31,80.65,9.68,0.71
Chateau Frontenac,Location,8,29,74,111,66.67,7.21,0.595
Chateau Frontenac,Room,13,18,40,71,56.34,18.31,0.38
Chateau Frontenac,Staff_Service,11,14,62,87,71.26,12.64,0.586
Chateau Frontenac,Value,3,0,6,9,66.67,33.33,0.333
Chateau Frontenac,Wellness,0,1,3,4,75.0,0.0,0.75
Chiswick Rooms,Cleanliness,7,54,83,144,57.64,4.86,0.528
Chiswick Rooms,Facilities,9,31,44,84,52.38,10.71,0.417
Chiswick Rooms,Food,1,10,18,29,62.07,3.45,0.586
Chiswick Rooms,Location,13,56,62,131,47.33,9.92,0.374
Chiswick Rooms,Room,26,89,79,194,40.72,13.4,0.273
Chiswick Rooms,Staff_Service,9,26,66,101,65.35,8.91,0.564
Chiswick Rooms,Value,7,20,30,57,52.63,12.28,0.404
City Hotel Deutschmeister,Cleanliness,0,3,12,15,80.0,0.0,0.8
City Hotel Deutschmeister,Facilities,4,9,13,26,50.0,15.38,0.346
City Hotel Deutschmeister,Food,6,14,22,42,52.38,14.29,0.381
City Hotel Deutschmeister,Location,5,15,30,50,60.0,10.0,0.5
City Hotel Deutschmeister,Room,3,14,23,40,57.5,7.5,0.5
City Hotel Deutschmeister,Staff_Service,3,9,22,34,64.71,8.82,0.559
City Hotel Deutschmeister,Value,4,4,7,15,46.67,26.67,0.2
City Rooms,Cleanliness,2,10,6,18,33.33,11.11,0.222
City Rooms,Facilities,3,3,3,9,33.33,33.33,0.0
City Rooms,Food,2,4,3,9,33.33,22.22,0.111
City Rooms,Location,3,10,8,21,38.1,14.29,0.238
City Rooms,Room,3,15,9,27,33.33,11.11,0.222
City Rooms,Staff_Service,4,8,5,17,29.41,23.53,0.059
City Rooms,Value,1,6,3,10,30.0,10.0,0.2
Claridge s,Cleanliness,0,1,5,6,83.33,0.0,0.833
Claridge s,Facilities,3,1,8,12,66.67,25.0,0.417
Claridge s,Food,5,6,27,38,71.05,13.16,0.579
Claridge s,Location,3,7,11,21,52.38,14.29,0.381
Claridge s,Room,6,17,33,56,58.93,10.71,0.482
Claridge s,Staff_Service,8,14,77,99,77.78,8.08,0.697
Claridge s,Value,1,3,13,17,76.47,5.88,0.706
Claridge s,Wellness,0,0,1,1,100.0,0.0,1.0
Claris Hotel Spa GL,Cleanliness,5,5,15,25,60.0,20.0,0.4
Claris Hotel Spa GL,Facilities,2,4,16,22,72.73,9.09,0.636
Claris Hotel Spa GL,Food,5,9,37,51,72.55,9.8,0.627
Claris Hotel Spa GL,Location,11,30,81,122,66.39,9.02,0.574
Claris Hotel Spa GL,Room,16,30,67,113,59.29,14.16,0.451
Claris Hotel Spa GL,Staff_Service,12,27,109,148,73.65,8.11,0.655
Claris Hotel Spa GL,Value,4,5,16,25,64.0,16.0,0.48
Claris Hotel Spa GL,Wellness,1,5,19,25,76.0,4.0,0.72
Clayton Crown Hotel London,Cleanliness,25,76,139,240,57.92,10.42,0.475
Clayton Crown Hotel London,Facilities,33,59,102,194,52.58,17.01,0.356
Clayton Crown Hotel London,Food,33,126,197,356,55.34,9.27,0.461
Clayton Crown Hotel London,Location,24,112,199,335,59.4,7.16,0.522
Clayton Crown Hotel London,Room,88,169,282,539,52.32,16.33,0.36
Clayton Crown Hotel London,Staff_Service,63,140,302,505,59.8,12.48,0.473
Clayton Crown Hotel London,Value,20,61,78,159,49.06,12.58,0.365
Clayton Crown Hotel London,Wellness,18,59,92,169,54.44,10.65,0.438
Clayton Hotel Chiswick,Cleanliness,13,60,117,190,61.58,6.84,0.547
Clayton Hotel Chiswick,Facilities,15,44,78,137,56.93,10.95,0.46
Clayton Hotel Chiswick,Food,21,94,169,284,59.51,7.39,0.521
Clayton Hotel Chiswick,Location,21,74,161,256,62.89,8.2,0.547
Clayton Hotel Chiswick,Room,59,172,335,566,59.19,10.42,0.488
Clayton Hotel Chiswick,Staff_Service,43,100,231,374,61.76,11.5,0.503
Clayton Hotel Chiswick,Value,9,32,62,103,60.19,8.74,0.515
Clayton Hotel Chiswick,Wellness,1,2,11,14,78.57,7.14,0.714
Club Hotel Cortina,Cleanliness,1,2,11,14,78.57,7.14,0.714
Club Hotel Cortina,Facilities,0,5,9,14,64.29,0.0,0.643
Club Hotel Cortina,Food,1,5,8,14,57.14,7.14,0.5
Club Hotel Cortina,Location,1,3,15,19,78.95,5.26,0.737
Club Hotel Cortina,Room,4,8,19,31,61.29,12.9,0.484
Club Hotel Cortina,Staff_Service,2,5,17,24,70.83,8.33,0.625
Club Hotel Cortina,Value,0,4,7,11,63.64,0.0,0.636
Club Hotel Cortina,Wellness,0,1,0,1,0.0,0.0,0.0
Club Quarters Hotel Gracechurch,Cleanliness,11,54,112,177,63.28,6.21,0.571
Club Quarters Hotel Gracechurch,Facilities,11,50,117,178,65.73,6.18,0.596
Club Quarters Hotel Gracechurch,Food,20,50,109,179,60.89,11.17,0.497
Club Quarters Hotel Gracechurch,Location,37,176,382,595,64.2,6.22,0.58
Club Quarters Hotel Gracechurch,Room,56,181,330,567,58.2,9.88,0.483
Club Quarters Hotel Gracechurch,Staff_Service,33,102,260,395,65.82,8.35,0.575
Club Quarters Hotel Gracechurch,Value,16,56,104,176,59.09,9.09,0.5
Club Quarters Hotel Gracechurch,Wellness,3,10,8,21,38.1,14.29,0.238
Club Quarters Hotel Lincoln s Inn Fields,Cleanliness,3,27,169,199,84.92,1.51,0.834
Club Quarters Hotel Lincoln s Inn Fields,Facilities,9,30,104,143,72.73,6.29,0.664
Club Quarters Hotel Lincoln s Inn Fields,Food,6,28,120,154,77.92,3.9,0.74
Club Quarters Hotel Lincoln s Inn Fields,Location,10,117,568,695,81.73,1.44,0.803
Club Quarters Hotel Lincoln s Inn Fields,Room,19,134,404,557,72.53,3.41,0.691
Club Quarters Hotel Lincoln s Inn Fields,Staff_Service,9,76,432,517,83.56,1.74,0.818
Club Quarters Hotel Lincoln s Inn Fields,Value,3,30,82,115,71.3,2.61,0.687
Club Quarters Hotel Lincoln s Inn Fields,Wellness,0,1,6,7,85.71,0.0,0.857
Club Quarters Hotel St Paul s,Cleanliness,13,56,173,242,71.49,5.37,0.661
Club Quarters Hotel St Paul s,Facilities,20,66,165,251,65.74,7.97,0.578
Club Quarters Hotel St Paul s,Food,14,40,152,206,73.79,6.8,0.67
Club Quarters Hotel St Paul s,Location,49,259,665,973,68.35,5.04,0.633
Club Quarters Hotel St Paul s,Room,75,241,529,845,62.6,8.88,0.537
Club Quarters Hotel St Paul s,Staff_Service,38,132,496,666,74.47,5.71,0.688
Club Quarters Hotel St Paul s,Value,20,58,126,204,61.76,9.8,0.52
Club Quarters Hotel St Paul s,Wellness,4,0,22,26,84.62,15.38,0.692
Club Quarters Hotel Trafalgar Square,Cleanliness,6,29,95,130,73.08,4.62,0.685
Club Quarters Hotel Trafalgar Square,Facilities,15,33,73,121,60.33,12.4,0.479
Club Quarters Hotel Trafalgar Square,Food,8,44,85,137,62.04,5.84,0.562
Club Quarters Hotel Trafalgar Square,Location,34,168,409,611,66.94,5.56,0.614
Club Quarters Hotel Trafalgar Square,Room,45,162,272,479,56.78,9.39,0.474
Club Quarters Hotel Trafalgar Square,Staff_Service,28,95,250,373,67.02,7.51,0.595
Club Quarters Hotel Trafalgar Square,Value,14,47,106,167,63.47,8.38,0.551
Club Quarters Hotel Trafalgar Square,Wellness,0,4,3,7,42.86,0.0,0.429
Col n Hotel Barcelona,Cleanliness,2,8,33,43,76.74,4.65,0.721
Col n Hotel Barcelona,Facilities,1,9,34,44,77.27,2.27,0.75
Col n Hotel Barcelona,Food,2,16,65,83,78.31,2.41,0.759
Col n Hotel Barcelona,Location,12,55,201,268,75.0,4.48,0.705
Col n Hotel Barcelona,Room,15,35,143,193,74.09,7.77,0.663
Col n Hotel Barcelona,Staff_Service,9,30,150,189,79.37,4.76,0.746
Col n Hotel Barcelona,Value,3,13,31,47,65.96,6.38,0.596
Col n Hotel Barcelona,Wellness,0,11,37,48,77.08,0.0,0.771
Colombia,Cleanliness,2,6,26,34,76.47,5.88,0.706
Colombia,Facilities,3,9,15,27,55.56,11.11,0.444
Colombia,Food,4,15,32,51,62.75,7.84,0.549
